T	PID	COMM	SADDR	DADDR	SPORT	DPORT	ATTACK	Tiempo
A	2184	TCP	192.168.2.110	67.220.214.50	4358	80	0	2549.812776
X	2182	TCP	192.168.2.110	67.220.214.50	4357	80	0	2549.915286
A	2185	TCP	192.168.2.110	67.220.214.50	4359	80	0	2550.026581
X	2184	TCP	192.168.2.110	67.220.214.50	4358	80	0	2550.129169
A	2186	TCP	192.168.2.113	64.90.206.200	4588	80	0	2550.524018
A	2187	TCP	192.168.2.110	67.220.214.50	4360	80	0	2550.606866
X	1937	TCP	192.168.2.113	64.90.206.200	4579	80	0	2550.617658
X	2185	TCP	192.168.2.110	67.220.214.50	4359	80	0	2550.7088
A	2188	TCP	192.168.2.113	64.90.206.110	4589	443	0	2550.727485
A	2189	TCP	192.168.2.110	67.220.214.50	4361	80	0	2550.820129
X	2187	TCP	192.168.2.110	67.220.214.50	4360	80	0	2550.922664
A	2190	TCP	192.168.2.110	67.220.214.50	4362	80	0	2551.036252
A	2191	TCP	192.168.2.113	72.21.91.19	4590	80	0	2551.086678
X	2189	TCP	192.168.2.110	67.220.214.50	4361	80	0	2551.138776
A	2192	TCP	192.168.2.110	67.220.214.50	4363	80	0	2551.250016
X	2190	TCP	192.168.2.110	67.220.214.50	4362	80	0	2551.352129
A	2193	TCP	192.168.2.113	64.90.206.135	4591	80	0	2551.497765
X	1948	TCP	192.168.2.113	64.90.206.135	4581	80	0	2551.600798
A	2194	TCP	192.168.2.110	67.220.214.50	4364	80	0	2551.844752
X	2192	TCP	192.168.2.110	67.220.214.50	4363	80	0	2551.94502
A	2195	TCP	192.168.2.113	64.90.206.135	4592	80	0	2551.98293
A	2196	TCP	192.168.2.110	67.220.214.50	4365	80	0	2552.055547
X	2194	TCP	192.168.2.110	67.220.214.50	4364	80	0	2552.157888
A	2197	TCP	192.168.2.110	67.220.214.50	4366	80	0	2552.278949
X	2196	TCP	192.168.2.110	67.220.214.50	4365	80	0	2552.383752
A	2198	TCP	192.168.2.110	67.220.214.50	4367	80	0	2552.493767
X	2197	TCP	192.168.2.110	67.220.214.50	4366	80	0	2552.595609
X	1724	TCP	192.168.1.101	72.21.91.19	4266	80	0	2553.041761
A	2199	TCP	192.168.2.110	67.220.214.50	4368	80	0	2553.07376
X	2198	TCP	192.168.2.110	67.220.214.50	4367	80	0	2553.174994
A	2200	TCP	192.168.2.110	67.220.214.50	4369	80	0	2553.28575
X	2199	TCP	192.168.2.110	67.220.214.50	4368	80	0	2553.388093
A	2201	TCP	192.168.2.110	67.220.214.50	4370	80	0	2553.501176
X	2200	TCP	192.168.2.110	67.220.214.50	4369	80	0	2553.603705
A	2202	TCP	192.168.2.110	67.220.214.50	4371	80	0	2553.72476
X	2201	TCP	192.168.2.110	67.220.214.50	4370	80	0	2553.819071
X	1798	TCP	192.168.2.110	192.168.5.122	4061	80	0	2553.898155
A	2203	TCP	192.168.2.110	67.220.214.50	4372	80	0	2554.302739
X	2202	TCP	192.168.2.110	67.220.214.50	4371	80	0	2554.405468
A	2204	TCP	192.168.2.110	67.220.214.50	4373	80	0	2554.515006
X	2203	TCP	192.168.2.110	67.220.214.50	4372	80	0	2554.617083
A	2205	TCP	192.168.2.110	67.220.214.50	4374	80	0	2554.731765
X	2204	TCP	192.168.2.110	67.220.214.50	4373	80	0	2554.834202
A	2206	TCP	192.168.2.110	67.220.214.50	4375	80	0	2554.944797
X	2205	TCP	192.168.2.110	67.220.214.50	4374	80	0	2555.046802
A	2207	TCP	192.168.2.110	67.220.214.50	4376	80	0	2555.529104
X	2206	TCP	192.168.2.110	67.220.214.50	4375	80	0	2555.628428
A	2208	TCP	192.168.2.110	67.220.214.50	4377	80	0	2555.739336
X	2207	TCP	192.168.2.110	67.220.214.50	4376	80	0	2555.841546
A	2209	TCP	192.168.2.110	67.220.214.50	4378	80	0	2555.95366
X	2208	TCP	192.168.2.110	67.220.214.50	4377	80	0	2556.05516
A	2210	TCP	192.168.2.110	67.220.214.50	4379	80	0	2556.165676
X	2209	TCP	192.168.2.110	67.220.214.50	4378	80	0	2556.268292
A	2211	TCP	192.168.2.110	67.220.214.50	4380	80	0	2556.747488
X	2210	TCP	192.168.2.110	67.220.214.50	4379	80	0	2556.849676
A	2212	TCP	192.168.2.110	67.220.214.50	4381	80	0	2556.959716
X	2211	TCP	192.168.2.110	67.220.214.50	4380	80	0	2557.061777
A	2213	TCP	192.168.2.110	67.220.214.50	4382	80	0	2557.174855
X	2212	TCP	192.168.2.110	67.220.214.50	4381	80	0	2557.276389
A	2214	TCP	192.168.2.110	67.220.214.50	4383	80	0	2557.387646
X	2213	TCP	192.168.2.110	67.220.214.50	4382	80	0	2557.489261
A	2215	TCP	192.168.2.110	67.220.214.50	4384	80	0	2557.969997
X	2214	TCP	192.168.2.110	67.220.214.50	4383	80	0	2558.070887
A	2216	TCP	192.168.2.110	67.220.214.50	4385	80	0	2558.180431
X	2215	TCP	192.168.2.110	67.220.214.50	4384	80	0	2558.282516
A	2217	TCP	192.168.2.110	67.220.214.50	4386	80	0	2558.394832
X	2216	TCP	192.168.2.110	67.220.214.50	4385	80	0	2558.497629
A	2218	TCP	192.168.2.110	67.220.214.50	4387	80	0	2558.609646
X	2217	TCP	192.168.2.110	67.220.214.50	4386	80	0	2558.712745
A	2219	TCP	192.168.2.110	67.220.214.50	4388	80	0	2559.191683
X	2218	TCP	192.168.2.110	67.220.214.50	4387	80	0	2559.294113
A	2220	TCP	192.168.2.110	67.220.214.50	4389	80	0	2559.40501
X	2219	TCP	192.168.2.110	67.220.214.50	4388	80	0	2559.505998
A	2221	TCP	192.168.2.110	67.220.214.50	4390	80	0	2559.620072
X	2220	TCP	192.168.2.110	67.220.214.50	4389	80	0	2559.721842
A	2222	TCP	192.168.2.110	67.220.214.50	4391	80	0	2559.833423
X	2221	TCP	192.168.2.110	67.220.214.50	4390	80	0	2559.935722
A	2223	TCP	192.168.2.110	67.220.214.50	4392	80	0	2560.413923
X	2222	TCP	192.168.2.110	67.220.214.50	4391	80	0	2560.515353
A	2224	TCP	192.168.2.110	67.220.214.50	4393	80	0	2560.625879
X	2223	TCP	192.168.2.110	67.220.214.50	4392	80	0	2560.727222
A	2225	TCP	192.168.2.110	67.220.214.50	4394	80	0	2560.840324
X	2224	TCP	192.168.2.110	67.220.214.50	4393	80	0	2560.943085
A	2226	TCP	192.168.2.110	67.220.214.50	4395	80	0	2561.053364
X	2225	TCP	192.168.2.110	67.220.214.50	4394	80	0	2561.156202
X	1759	TCP	192.168.2.106	209.234.234.16	3230	80	0	2561.391289
A	2227	TCP	192.168.2.110	67.220.214.50	4396	80	0	2561.636341
X	2226	TCP	192.168.2.110	67.220.214.50	4395	80	0	2561.736821
A	2228	TCP	192.168.2.110	67.220.214.50	4397	80	0	2561.847137
X	2227	TCP	192.168.2.110	67.220.214.50	4396	80	0	2561.949448
A	2229	TCP	192.168.2.110	67.220.214.50	4398	80	0	2562.061758
X	2228	TCP	192.168.2.110	67.220.214.50	4397	80	0	2562.164316
A	2230	TCP	192.168.2.110	67.220.214.50	4399	80	0	2562.274571
X	2229	TCP	192.168.2.110	67.220.214.50	4398	80	0	2562.376181
A	2231	TCP	192.168.2.110	67.220.214.50	4400	80	0	2562.855393
X	2230	TCP	192.168.2.110	67.220.214.50	4399	80	0	2562.957813
A	2232	TCP	192.168.2.110	67.220.214.50	4401	80	0	2563.067336
X	2231	TCP	192.168.2.110	67.220.214.50	4400	80	0	2563.169929
A	2233	TCP	192.168.2.110	67.220.214.50	4402	80	0	2563.282727
X	2232	TCP	192.168.2.110	67.220.214.50	4401	80	0	2563.384527
A	2234	TCP	192.168.2.110	67.220.214.50	4403	80	0	2563.497477
X	2233	TCP	192.168.2.110	67.220.214.50	4402	80	0	2563.598158
A	2235	TCP	192.168.4.121	192.168.5.122	51330	143	0	2563.735891
X	2235	TCP	192.168.4.121	192.168.5.122	51330	143	0	2563.795819
A	2236	TCP	192.168.4.121	192.168.5.122	51331	143	0	2563.808105
X	2236	TCP	192.168.4.121	192.168.5.122	51331	143	0	2563.834543
A	2237	TCP	192.168.4.121	192.168.5.122	51332	143	0	2563.846053
X	2237	TCP	192.168.4.121	192.168.5.122	51332	143	0	2563.8716
A	2238	TCP	192.168.4.121	192.168.5.122	51333	143	0	2563.883741
A	2239	TCP	192.168.2.110	67.220.214.50	4404	80	0	2564.078098
X	2234	TCP	192.168.2.110	67.220.214.50	4403	80	0	2564.18004
A	2240	TCP	192.168.2.110	67.220.214.50	4405	80	0	2564.291063
A	2241	TCP	192.168.4.121	65.54.81.30	51334	80	0	2564.371822
X	2239	TCP	192.168.2.110	67.220.214.50	4404	80	0	2564.393905
X	2179	TCP	192.168.4.121	65.54.81.62	51329	80	0	2564.448649
X	2238	TCP	192.168.4.121	192.168.5.122	51333	143	0	2564.481404
A	2242	TCP	192.168.4.121	192.168.5.122	51335	143	0	2564.493809
A	2243	TCP	192.168.2.110	67.220.214.50	4406	80	0	2564.506461
X	2242	TCP	192.168.4.121	192.168.5.122	51335	143	0	2564.525304
A	2244	TCP	192.168.4.121	192.168.5.122	51336	143	0	2564.537452
X	2244	TCP	192.168.4.121	192.168.5.122	51336	143	0	2564.568175
X	2240	TCP	192.168.2.110	67.220.214.50	4405	80	0	2564.608769
A	2245	TCP	192.168.2.110	67.220.214.50	4407	80	0	2564.719435
X	1763	TCP	192.168.2.106	12.120.180.24	3232	80	0	2564.781826
X	2243	TCP	192.168.2.110	67.220.214.50	4406	80	0	2564.822636
A	2246	TCP	192.168.5.122	131.20.40.209	22	3047	0	2565.297393
A	2247	TCP	192.168.2.110	67.220.214.50	4408	80	0	2565.303496
X	2245	TCP	192.168.2.110	67.220.214.50	4407	80	0	2565.403252
A	2248	TCP	192.168.2.110	67.220.214.50	4409	80	0	2565.51582
X	2247	TCP	192.168.2.110	67.220.214.50	4408	80	0	2565.61938
A	2249	TCP	192.168.2.110	67.220.214.50	4410	80	0	2565.731359
X	2248	TCP	192.168.2.110	67.220.214.50	4409	80	0	2565.833985
A	2250	TCP	192.168.2.110	67.220.214.50	4411	80	0	2565.944052
X	2249	TCP	192.168.2.110	67.220.214.50	4410	80	0	2566.04585
A	2251	TCP	192.168.2.110	67.220.214.50	4412	80	0	2566.523779
X	2250	TCP	192.168.2.110	67.220.214.50	4411	80	0	2566.625495
A	2252	TCP	192.168.2.110	67.220.214.50	4413	80	0	2566.73611
X	2251	TCP	192.168.2.110	67.220.214.50	4412	80	0	2566.838119
A	2253	TCP	192.168.2.110	67.220.214.50	4414	80	0	2566.950451
X	2252	TCP	192.168.2.110	67.220.214.50	4413	80	0	2567.052218
A	2254	TCP	192.168.2.110	67.220.214.50	4415	80	0	2567.162507
X	2253	TCP	192.168.2.110	67.220.214.50	4414	80	0	2567.265073
A	2255	TCP	192.168.2.110	67.220.214.50	4416	80	0	2567.745026
X	2254	TCP	192.168.2.110	67.220.214.50	4415	80	0	2567.845724
A	2256	TCP	192.168.2.110	67.220.214.50	4417	80	0	2567.955017
X	2255	TCP	192.168.2.110	67.220.214.50	4416	80	0	2568.057576
A	2257	TCP	192.168.2.110	67.220.214.50	4418	80	0	2568.169651
X	2256	TCP	192.168.2.110	67.220.214.50	4417	80	0	2568.272204
A	2258	TCP	192.168.2.110	67.220.214.50	4419	80	0	2568.383962
X	2257	TCP	192.168.2.110	67.220.214.50	4418	80	0	2568.487068
A	2259	TCP	192.168.2.110	67.220.214.50	4420	80	0	2568.965504
X	2258	TCP	192.168.2.110	67.220.214.50	4419	80	0	2569.067945
A	2260	TCP	192.168.2.110	67.220.214.50	4421	80	0	2569.181885
X	2259	TCP	192.168.2.110	67.220.214.50	4420	80	0	2569.282804
A	2261	TCP	192.168.2.110	67.220.214.50	4422	80	0	2569.39565
X	2260	TCP	192.168.2.110	67.220.214.50	4421	80	0	2569.497414
A	2262	TCP	192.168.2.110	67.220.214.50	4423	80	0	2569.60895
X	2261	TCP	192.168.2.110	67.220.214.50	4422	80	0	2569.710284
A	2263	TCP	192.168.2.110	67.220.214.50	4424	80	0	2570.19123
X	2262	TCP	192.168.2.110	67.220.214.50	4423	80	0	2570.293931
A	2264	TCP	192.168.2.110	67.220.214.50	4425	80	0	2570.404708
X	2263	TCP	192.168.2.110	67.220.214.50	4424	80	0	2570.507042
A	2265	TCP	192.168.2.110	67.220.214.50	4426	80	0	2570.619852
X	2264	TCP	192.168.2.110	67.220.214.50	4425	80	0	2570.721658
A	2266	TCP	192.168.2.110	67.220.214.50	4427	80	0	2570.833237
X	2265	TCP	192.168.2.110	67.220.214.50	4426	80	0	2570.935524
A	2267	TCP	192.168.2.110	67.220.214.50	4428	80	0	2571.416319
X	2266	TCP	192.168.2.110	67.220.214.50	4427	80	0	2571.517176
A	2268	TCP	192.168.2.110	67.220.214.50	4429	80	0	2571.626677
X	2267	TCP	192.168.2.110	67.220.214.50	4428	80	0	2571.729508
A	2269	TCP	192.168.2.110	67.220.214.50	4430	80	0	2571.842381
X	2268	TCP	192.168.2.110	67.220.214.50	4429	80	0	2571.944633
A	2270	TCP	192.168.2.110	67.220.214.50	4431	80	0	2572.05516
X	2269	TCP	192.168.2.110	67.220.214.50	4430	80	0	2572.15775
X	1842	TCP	192.168.2.112	97.74.104.201	4950	80	0	2572.330813
X	1860	TCP	192.168.2.112	192.168.5.122	4955	80	0	2572.359106
A	2271	TCP	192.168.2.110	67.220.214.50	4432	80	0	2572.635709
X	2270	TCP	192.168.2.110	67.220.214.50	4431	80	0	2572.737367
X	1862	TCP	192.168.2.112	97.74.104.49	4956	80	0	2572.82974
A	2272	TCP	192.168.2.110	67.220.214.50	4433	80	0	2572.848214
X	2271	TCP	192.168.2.110	67.220.214.50	4432	80	0	2572.95025
A	2273	TCP	192.168.2.110	67.220.214.50	4434	80	0	2573.063331
X	2272	TCP	192.168.2.110	67.220.214.50	4433	80	0	2573.165848
X	1865	TCP	192.168.2.112	69.192.21.13	4957	80	0	2573.250021
A	2274	TCP	192.168.2.110	67.220.214.50	4435	80	0	2573.27832
X	2273	TCP	192.168.2.110	67.220.214.50	4434	80	0	2573.378714
A	2275	TCP	192.168.2.110	67.220.214.50	4436	80	0	2573.856869
X	2274	TCP	192.168.2.110	67.220.214.50	4435	80	0	2573.958597
A	2276	TCP	192.168.2.110	67.220.214.50	4437	80	0	2574.068153
X	2275	TCP	192.168.2.110	67.220.214.50	4436	80	0	2574.170466
A	2277	TCP	192.168.2.110	67.220.214.50	4438	80	0	2574.282276
X	2276	TCP	192.168.2.110	67.220.214.50	4437	80	0	2574.384329
A	2278	TCP	192.168.2.110	67.220.214.50	4439	80	0	2574.494617
X	2277	TCP	192.168.2.110	67.220.214.50	4438	80	0	2574.597209
A	2279	TCP	192.168.2.110	67.220.214.50	4440	80	0	2575.076929
X	2278	TCP	192.168.2.110	67.220.214.50	4439	80	0	2575.177844
A	2280	TCP	192.168.2.110	67.220.214.50	4441	80	0	2575.287482
X	2279	TCP	192.168.2.110	67.220.214.50	4440	80	0	2575.389444
A	2281	TCP	192.168.2.110	67.220.214.50	4442	80	0	2575.501781
X	2280	TCP	192.168.2.110	67.220.214.50	4441	80	0	2575.604559
A	2282	TCP	192.168.2.110	67.220.214.50	4443	80	0	2575.7157
X	2281	TCP	192.168.2.110	67.220.214.50	4442	80	0	2575.81844
A	2283	TCP	192.168.2.110	67.220.214.50	4444	80	0	2576.297357
X	2282	TCP	192.168.2.110	67.220.214.50	4443	80	0	2576.400073
A	2284	TCP	192.168.2.110	67.220.214.50	4445	80	0	2576.50982
X	2283	TCP	192.168.2.110	67.220.214.50	4444	80	0	2576.612936
A	2285	TCP	192.168.2.110	67.220.214.50	4446	80	0	2576.726096
X	2284	TCP	192.168.2.110	67.220.214.50	4445	80	0	2576.829802
A	2286	TCP	192.168.2.110	67.220.214.50	4447	80	0	2576.939856
X	2285	TCP	192.168.2.110	67.220.214.50	4446	80	0	2577.042412
X	1851	TCP	192.168.2.112	216.69.149.215	4951	443	0	2577.112034
X	1852	TCP	192.168.2.112	216.69.149.215	4952	443	0	2577.114037
A	2287	TCP	192.168.2.113	128,242,240,116	4593	80	0	2577.445367
A	2288	TCP	192.168.2.113	174.143.89.159	4594	80	0	2577.505259
X	1856	TCP	192.168.2.112	64,202,188,237	4953	443	0	2577.520814
X	1857	TCP	192.168.2.112	64,202,188,237	4954	443	0	2577.520958
A	2289	TCP	192.168.2.110	67.220.214.50	4448	80	0	2577.524342
A	2290	TCP	192.168.2.113	209.237.150.20	4595	80	0	2577.554638
X	2286	TCP	192.168.2.110	67.220.214.50	4447	80	0	2577.627028
X	1881	TCP	192.168.2.112	69.192.21.13	4958	443	0	2577.641703
X	1882	TCP	192.168.2.112	69.192.21.13	4959	443	0	2577.644007
X	2288	TCP	192.168.2.113	174.143.89.159	4594	80	0	2577.736509
A	2291	TCP	192.168.2.110	67.220.214.50	4449	80	0	2577.737941
X	2289	TCP	192.168.2.110	67.220.214.50	4448	80	0	2577.839897
A	2292	TCP	192.168.2.110	67.220.214.50	4450	80	0	2577.952275
X	2291	TCP	192.168.2.110	67.220.214.50	4449	80	0	2578.054767
A	2293	TCP	192.168.2.110	67.220.214.50	4451	80	0	2578.165038
X	2292	TCP	192.168.2.110	67.220.214.50	4450	80	0	2578.292449
A	2294	TCP	192.168.2.113	72.246.31.19	4596	80	0	2578.594173
X	2287	TCP	192.168.2.113	128,242,240,116	4593	80	0	2578.642653
A	2295	TCP	192.168.2.110	67.220.214.50	4452	80	0	2579.123143
X	2293	TCP	192.168.2.110	67.220.214.50	4451	80	0	2579.225023
A	2296	TCP	192.168.2.110	67.220.214.50	4453	80	0	2579.337244
A	2297	TCP	192.168.4.121	65.54.81.30	51337	80	0	2579.371792
X	2241	TCP	192.168.4.121	65.54.81.30	51334	80	0	2579.404172
X	2295	TCP	192.168.2.110	67.220.214.50	4452	80	0	2579.438191
A	2298	TCP	192.168.2.110	67.220.214.50	4454	80	0	2579.552009
X	2296	TCP	192.168.2.110	67.220.214.50	4453	80	0	2579.655013
A	2299	TCP	192.168.2.110	67.220.214.50	4455	80	0	2579.765445
X	1804	TCP	192.168.1.101	72.21.91.19	4268	80	0	2579.837593
X	2298	TCP	192.168.2.110	67.220.214.50	4454	80	0	2579.868613
A	2300	TCP	192.168.2.110	67.220.214.50	4456	80	0	2580.345805
X	2299	TCP	192.168.2.110	67.220.214.50	4455	80	0	2580.448265
A	2301	TCP	192.168.2.110	67.220.214.50	4457	80	0	2580.558081
X	2300	TCP	192.168.2.110	67.220.214.50	4456	80	0	2580.66013
A	2302	TCP	192.168.2.110	67.220.214.50	4458	80	0	2580.773528
X	2301	TCP	192.168.2.110	67.220.214.50	4457	80	0	2580.875993
A	2303	TCP	192.168.2.110	67.220.214.50	4459	80	0	2580.986041
X	2302	TCP	192.168.2.110	67.220.214.50	4458	80	0	2581.088849
A	2304	TCP	192.168.2.110	67.220.214.50	4460	80	0	2581.569415
X	2303	TCP	192.168.2.110	67.220.214.50	4459	80	0	2581.669489
A	2305	TCP	192.168.2.113	72.246.31.10	4597	80	0	2581.699402
A	2306	TCP	192.168.2.110	67.220.214.50	4461	80	0	2581.780865
X	2304	TCP	192.168.2.110	67.220.214.50	4460	80	0	2581.890539
A	2307	TCP	192.168.2.113	72.246.30.144	4598	80	0	2581.921815
A	2308	TCP	192.168.2.110	67.220.214.50	4462	80	0	2582.001906
X	2306	TCP	192.168.2.110	67.220.214.50	4461	80	0	2582.103217
X	1900	TCP	192.168.2.109	208.73.210.128	4042	80	0	2582.190587
A	2309	TCP	192.168.2.110	67.220.214.50	4463	80	0	2582.214504
X	2308	TCP	192.168.2.110	67.220.214.50	4462	80	0	2582.317083
A	2310	TCP	192.168.2.113	216.137.33.216	4600	80	0	2582.513623
A	2311	TCP	192.168.2.110	67.220.214.50	4464	80	0	2582.795545
X	2309	TCP	192.168.2.110	67.220.214.50	4463	80	0	2582.897965
A	2312	TCP	192.168.2.110	67.220.214.50	4465	80	0	2583.007967
X	2311	TCP	192.168.2.110	67.220.214.50	4464	80	0	2583.110817
A	2313	TCP	192.168.2.110	67.220.214.50	4466	80	0	2583.222904
X	2312	TCP	192.168.2.110	67.220.214.50	4465	80	0	2583.325428
A	2314	TCP	192.168.2.110	67.220.214.50	4467	80	0	2583.43843
A	2315	TCP	192.168.3.117	192.168.3.114	4687	139	0	2583.441702
X	2315	TCP	192.168.3.117	192.168.3.114	4687	139	0	2583.454515
X	2313	TCP	192.168.2.110	67.220.214.50	4466	80	0	2583.539047
A	2316	TCP	192.168.2.110	67.220.214.50	4468	80	0	2584.016253
X	2314	TCP	192.168.2.110	67.220.214.50	4467	80	0	2584.117949
A	2317	TCP	192.168.2.110	67.220.214.50	4469	80	0	2584.228495
X	2316	TCP	192.168.2.110	67.220.214.50	4468	80	0	2584.330796
A	2318	TCP	192.168.2.110	67.220.214.50	4470	80	0	2584.442857
X	2317	TCP	192.168.2.110	67.220.214.50	4469	80	0	2584.545672
A	2319	TCP	192.168.2.110	67.220.214.50	4471	80	0	2584.655835
X	2318	TCP	192.168.2.110	67.220.214.50	4470	80	0	2584.75854
A	2320	TCP	192.168.2.110	67.220.214.50	4472	80	0	2585.23936
X	2319	TCP	192.168.2.110	67.220.214.50	4471	80	0	2585.340156
X	1696	TCP	192.168.3.115	216.22.86.36	3903	80	0	2585.417044
A	2321	TCP	192.168.2.110	67.220.214.50	4473	80	0	2585.450747
X	2320	TCP	192.168.2.110	67.220.214.50	4472	80	0	2585.553037
A	2322	TCP	192.168.2.110	67.220.214.50	4474	80	0	2585.666222
X	2321	TCP	192.168.2.110	67.220.214.50	4473	80	0	2585.768888
A	2323	TCP	192.168.2.110	67.220.214.50	4475	80	0	2585.880546
X	2322	TCP	192.168.2.110	67.220.214.50	4474	80	0	2585.982479
A	2324	TCP	192.168.2.110	67.220.214.50	4476	80	0	2586.462732
X	2323	TCP	192.168.2.110	67.220.214.50	4475	80	0	2586.564651
A	2325	TCP	192.168.2.110	67.220.214.50	4477	80	0	2586.675238
X	2324	TCP	192.168.2.110	67.220.214.50	4476	80	0	2586.778274
A	2326	TCP	192.168.2.110	67.220.214.50	4478	80	0	2586.890141
X	2325	TCP	192.168.2.110	67.220.214.50	4477	80	0	2586.992845
A	2327	TCP	192.168.2.110	67.220.214.50	4479	80	0	2587.104167
X	2326	TCP	192.168.2.110	67.220.214.50	4478	80	0	2587.205729
A	2328	TCP	192.168.2.110	67.220.214.50	4480	80	0	2587.701186
A	2329	TCP	192.168.4.119	204.13.161.71	4568	443	0	2587.710375
X	2327	TCP	192.168.2.110	67.220.214.50	4479	80	0	2587.801352
A	2330	TCP	192.168.2.110	67.220.214.50	4481	80	0	2587.911946
X	2328	TCP	192.168.2.110	67.220.214.50	4480	80	0	2588.015452
A	2331	TCP	192.168.2.110	67.220.214.50	4482	80	0	2588.127291
X	2330	TCP	192.168.2.110	67.220.214.50	4481	80	0	2588.22933
A	2332	TCP	192.168.2.110	67.220.214.50	4483	80	0	2588.361104
X	2331	TCP	192.168.2.110	67.220.214.50	4482	80	0	2588.463947
A	2333	TCP	192.168.2.110	64.87.26.194	4484	80	0	2588.803443
A	2334	TCP	192.168.2.110	69.84.133.138	4485	80	0	2588.835328
A	2335	TCP	192.168.4.119	174,143,161,196	4569	80	0	2589.265552
A	2336	TCP	192.168.2.110	69.84.133.138	4486	80	0	2589.433392
X	2334	TCP	192.168.2.110	69.84.133.138	4485	80	0	2589.47157
X	2336	TCP	192.168.2.110	69.84.133.138	4486	80	0	2589.648526
A	2337	TCP	192.168.2.110	67.220.214.50	4487	80	0	2589.67616
A	2338	TCP	192.168.2.110	69.84.133.138	4488	80	0	2589.703439
X	2332	TCP	192.168.2.110	67.220.214.50	4483	80	0	2589.803359
A	2339	TCP	192.168.2.110	67.220.214.50	4489	80	0	2589.914413
A	2340	TCP	192.168.2.110	69.84.133.138	4490	80	0	2589.922731
X	2338	TCP	192.168.2.110	69.84.133.138	4488	80	0	2589.979928
X	2337	TCP	192.168.2.110	67.220.214.50	4487	80	0	2590.017721
A	2341	TCP	192.168.2.110	69.84.133.138	4491	80	0	2590.090478
A	2342	TCP	192.168.2.110	67.220.214.50	4492	80	0	2590.129625
X	2340	TCP	192.168.2.110	69.84.133.138	4490	80	0	2590.133142
X	2339	TCP	192.168.2.110	67.220.214.50	4489	80	0	2590.232081
A	2343	TCP	192.168.2.110	67.220.214.50	4493	80	0	2590.343105
A	2344	TCP	192.168.2.110	69.84.133.138	4494	80	0	2590.392991
X	2341	TCP	192.168.2.110	69.84.133.138	4491	80	0	2590.435703
X	2342	TCP	192.168.2.110	67.220.214.50	4492	80	0	2590.445945
A	2345	TCP	192.168.4.119	204.13.161.71	4570	443	0	2590.598151
X	2344	TCP	192.168.2.110	69.84.133.138	4494	80	0	2590.746505
A	2346	TCP	192.168.2.110	67.220.214.50	4495	80	0	2590.926382
X	2343	TCP	192.168.2.110	67.220.214.50	4493	80	0	2591.027313
A	2347	TCP	192.168.2.110	67.220.214.50	4496	80	0	2591.138125
X	2346	TCP	192.168.2.110	67.220.214.50	4495	80	0	2591.24143
A	2348	TCP	192.168.2.110	67.220.214.50	4497	80	0	2591.354229
X	2347	TCP	192.168.2.110	67.220.214.50	4496	80	0	2591.456049
A	2349	TCP	192.168.2.110	67.220.214.50	4498	80	0	2591.567311
X	2348	TCP	192.168.2.110	67.220.214.50	4497	80	0	2591.693038
X	1929	TCP	192.168.4.121	97.74.104.201	51307	443	0	2591.957539
X	1930	TCP	192.168.4.121	97.74.104.201	51306	443	0	2591.9577
A	2350	TCP	192.168.2.110	67.220.214.50	4499	80	0	2592.169891
X	2349	TCP	192.168.2.110	67.220.214.50	4498	80	0	2592.272544
A	2351	TCP	192.168.2.110	67.220.214.50	4500	80	0	2592.382154
X	2350	TCP	192.168.2.110	67.220.214.50	4499	80	0	2592.485656
A	2352	TCP	192.168.2.110	67.220.214.50	4501	80	0	2592.597474
X	2351	TCP	192.168.2.110	67.220.214.50	4500	80	0	2592.700021
A	2353	TCP	192.168.2.110	67.220.214.50	4502	80	0	2592.810333
X	2352	TCP	192.168.2.110	67.220.214.50	4501	80	0	2592.913138
X	1940	TCP	192.168.4.121	97.74.104.49	51309	443	0	2592.929595
X	1949	TCP	192.168.4.121	97.74.104.49	51313	443	0	2592.9313
A	2354	TCP	192.168.2.110	67.220.214.50	4503	80	0	2593.392322
X	1945	TCP	192.168.4.121	69.192.21.13	51311	443	0	2593.413078
X	2353	TCP	192.168.2.110	67.220.214.50	4502	80	0	2593.494764
A	2355	TCP	192.168.4.121	65.55.15.125	51338	80	0	2593.588604
A	2356	TCP	192.168.2.110	67.220.214.50	4504	80	0	2593.60453
X	2354	TCP	192.168.2.110	67.220.214.50	4503	80	0	2593.706622
A	2357	TCP	192.168.2.110	67.220.214.50	4505	80	0	2593.820255
X	2356	TCP	192.168.2.110	67.220.214.50	4504	80	0	2593.922483
A	2358	TCP	192.168.2.110	67.220.214.50	4506	80	0	2594.033964
X	1802	TCP	192.168.2.110	72.21.91.19	4065	80	0	2594.114251
X	2357	TCP	192.168.2.110	67.220.214.50	4505	80	0	2594.136366
A	2359	TCP	192.168.4.121	65.54.81.42	51339	80	0	2594.370892
